id_candidato,cidade,indice_desenvolvimento_cidade,genero,experiencia_relevante,inscricao_universidade,nivel_educacao,area_formacao,anos_experiencia,dimensao_empresa,tipo_empresa,anos_desde_ultimo_emprego,horas_formacao,procura_mudanca_emprego
"132696,Zona_113,0.923,Masculino,Com experiência relevante,Curso a tempo parcial,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",Mais de 20 anos,50 a 99,Empresa privada,1 ano,12,Não"
193986,Zona_065,0.624,,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,,7 anos,,,Nunca,46,Sim
"217290,Zona_052,0.903,,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",Mais de 20 anos,,,Mais de 4 anos,80,Não"
548233,Zona_104,0.939,Feminino,Sem experiência relevante,Não inscrito,Licenciatura,Humanidades,8 anos,10 a 49,ONG,Mais de 4 anos,74,Não
"801026,Zona_051,0.767,,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",18 anos,100 a 500,Empresa privada,Nunca,14,Não"
"290866,Zona_065,0.624,,Com experiência relevante,Não inscrito,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",5 anos,,,1 ano,56,Não"
"128656,Zona_006,0.92,Feminino,Sem experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",2 anos,,Setor público,1 ano,28,Não"
"239192,Zona_121,0.925,,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",7 anos,,,Nunca,55,Não"
"235551,Zona_006,0.92,Masculino,Com experiência relevante,Não inscrito,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",Mais de 20 anos,,,2 anos,80,Não"
592421,Zona_104,0.939,Masculino,Com experiência relevante,Não inscrito,Licenciatura,Gestão e Negócios,Mais de 20 anos,,,Mais de 4 anos,28,Não
795827,Zona_107,0.579,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,Humanidades,Menos de 1 ano,,,Mais de 4 anos,18,Não
"990399,Zona_006,0.92,Masculino,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",Mais de 20 anos,10 a 49,Startup financiada,4 anos,95,Não"
968689,Zona_032,0.836,Masculino,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,,5 anos,100 a 500,Empresa privada,1 ano,45,Não
"384025,Zona_049,0.91,Masculino,Com experiência relevante,Curso a tempo inteiro,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",7 anos,,,1 ano,98,Sim"
"954592,Zona_065,0.624,Masculino,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",16 anos,,,Mais de 4 anos,128,Não"
"733767,Zona_003,0.887,,Com experiência relevante,Não inscrito,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",9 anos,100 a 500,Empresa privada,1 ano,31,Sim"
"300363,Zona_098,0.647,,Com experiência relevante,Não inscrito,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",5 anos,1000 a 4999,Empresa privada,4 anos,21,Não"
"420615,Zona_040,0.555,,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",2 anos,,,1 ano,29,Não"
637064,Zona_006,0.92,Masculino,Sem experiência relevante,Não inscrito,Ensino Básico,,2 anos,,,2 anos,28,Não
"421886,Zona_104,0.939,,Sem experiência relevante,Não inscrito,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",Mais de 20 anos,10000 ou mais,Setor público,Mais de 4 anos,13,Não"
"349378,Zona_006,0.92,Masculino,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",5 anos,500 a 999,Empresa privada,2 anos,60,Não"
"179141,Zona_065,0.624,,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",4 anos,10000 ou mais,Empresa privada,2 anos,29,Sim"
"873648,Zona_049,0.91,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",11 anos,10 a 49,Empresa privada,Mais de 4 anos,100,Não"
"943651,Zona_006,0.92,Masculino,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",4 anos,100 a 500,Empresa privada,1 ano,54,Não"
"960647,Zona_006,0.92,Masculino,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",4 anos,100 a 500,Empresa privada,1 ano,168,Não"
"258493,Zona_012,0.55,Masculino,Com experiência relevante,Curso a tempo inteiro,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",3 anos,,,1 ano,67,Não"
"895164,Zona_065,0.624,Masculino,Com experiência relevante,,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",1 ano,,,1 ano,14,Não"
560849,Zona_102,0.754,Masculino,Com experiência relevante,Curso a tempo inteiro,Ensino Secundário,,4 anos,10000 ou mais,Empresa privada,1 ano,158,Não
"244168,Zona_065,0.624,Masculino,Com experiência relevante,Não inscrito,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",3 anos,50 a 99,Startup financiada,1 ano,51,Sim"
"634341,Zona_003,0.887,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",4 anos,,,Nunca,22,Não"
223071,Zona_005,0.804,Masculino,Com experiência relevante,Curso a tempo parcial,Ensino Básico,,5 anos,,,1 ano,13,Não
"202035,Zona_006,0.92,,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",Mais de 20 anos,10000 ou mais,Empresa privada,2 anos,145,Sim"
"470315,Zona_006,0.92,Masculino,Com experiência relevante,Não inscrito,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",9 anos,100 a 500,Startup financiada,1 ano,52,Não"
"427501,Zona_014,0.926,,Com experiência relevante,Não inscrito,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",14 anos,100 a 500,Empresa privada,3 anos,55,Não"
457488,Zona_102,0.754,Masculino,Com experiência relevante,Não inscrito,Ensino Secundário,,Menos de 1 ano,,Empresa privada,Nunca,23,Não
"949065,Zona_002,0.895,Feminino,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",12 anos,50 a 99,Empresa privada,1 ano,94,Não"
"303284,Zona_062,0.682,Masculino,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",13 anos,,,Mais de 4 anos,105,Não"
"363993,Zona_065,0.624,Feminino,Com experiência relevante,Não inscrito,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",3 anos,Menos de 10,Startup financiada,2 anos,34,Sim"
861516,Zona_065,0.624,Masculino,Sem experiência relevante,Não inscrito,Ensino Secundário,,Menos de 1 ano,,,Nunca,23,Não
"531764,Zona_095,0.802,Masculino,Com experiência relevante,Curso a tempo inteiro,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",5 anos,100 a 500,Empresa privada,4 anos,124,Não"
"626797,Zona_066,0.899,Masculino,Sem experiência relevante,Não inscrito,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",14 anos,50 a 99,Startup financiada,1 ano,69,Não"
"670584,Zona_121,0.925,Masculino,Com experiência relevante,Não inscrito,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",15 anos,,,2 anos,54,Não"
"470314,Zona_079,0.8270000000000001,Masculino,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",Mais de 20 anos,10000 ou mais,Empresa privada,Mais de 4 anos,188,Não"
"842788,Zona_065,0.624,Masculino,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",3 anos,100 a 500,Empresa privada,Nunca,79,Não"
275015,Zona_065,0.624,Masculino,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,,6 anos,,,Nunca,84,Sim
229024,Zona_014,0.926,,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,,4 anos,,,,4,Não
497995,Zona_031,0.897,Masculino,Com experiência relevante,Não inscrito,,,Mais de 20 anos,10000 ou mais,Empresa privada,Mais de 4 anos,52,Não
"278900,Zona_050,0.92,Masculino,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",8 anos,50 a 99,Empresa privada,2 anos,84,Não"
"823557,Zona_005,0.804,Masculino,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",Mais de 20 anos,100 a 500,Empresa privada,Mais de 4 anos,27,Não"
"785024,Zona_104,0.939,,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",Mais de 20 anos,,,Mais de 4 anos,64,Não"
875859,Zona_014,0.926,Masculino,Com experiência relevante,Não inscrito,Licenciatura,Outro,15 anos,1000 a 4999,Empresa privada,1 ano,145,Não
"856000,Zona_006,0.92,Masculino,Sem experiência relevante,Curso a tempo inteiro,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",9 anos,,Setor público,Nunca,166,Não"
"564133,Zona_012,0.55,Masculino,Com experiência relevante,Não inscrito,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",2 anos,50 a 99,ONG,1 ano,6,Não"
"963381,Zona_113,0.923,Masculino,Com experiência relevante,Curso a tempo parcial,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",6 anos,10000 ou mais,Empresa privada,Mais de 4 anos,10,Não"
968859,Zona_104,0.939,Masculino,Sem experiência relevante,Não inscrito,Ensino Básico,,6 anos,,Empresa privada,Nunca,99,Não
557348,Zona_025,0.527,,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,,2 anos,,,1 ano,300,Sim
"855022,Zona_006,0.92,Masculino,Com experiência relevante,Curso a tempo parcial,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",4 anos,100 a 500,Empresa privada,3 anos,52,Não"
"902668,Zona_015,0.789,Feminino,Com experiência relevante,Curso a tempo inteiro,Doutoramento,""Ciência, Tecnologia, Engenharia e Matemática"",8 anos,100 a 500,Empresa privada,Mais de 4 anos,11,Não"
628620,Zona_006,0.92,Masculino,Sem experiência relevante,Não inscrito,Ensino Secundário,,3 anos,1000 a 4999,Setor público,1 ano,55,Não
"777151,Zona_007,0.924,Masculino,Com experiência relevante,Não inscrito,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",3 anos,5000 a 9999,Empresa privada,1 ano,102,Não"
"205517,Zona_083,0.89,,Sem experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",5 anos,1000 a 4999,Empresa privada,Nunca,29,Não"
781667,Zona_043,0.698,Masculino,Sem experiência relevante,Não inscrito,Ensino Básico,,3 anos,,Empresa privada,Nunca,31,Não
"333932,Zona_003,0.887,Masculino,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",18 anos,100 a 500,Empresa privada,2 anos,16,Não"
"745051,Zona_006,0.92,Masculino,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",13 anos,50 a 99,Empresa privada,1 ano,194,Não"
"366629,Zona_014,0.926,Masculino,Com experiência relevante,Não inscrito,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",11 anos,50 a 99,Empresa privada,3 anos,80,Não"
"647799,Zona_065,0.624,Masculino,Com experiência relevante,Curso a tempo inteiro,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",5 anos,50 a 99,Empresa privada,1 ano,156,Não"
"502787,Zona_049,0.91,Masculino,Com experiência relevante,Não inscrito,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",15 anos,,,1 ano,56,Não"
"191760,Zona_006,0.92,,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",6 anos,50 a 99,Startup financiada,2 anos,66,Não"
"625887,Zona_014,0.926,Masculino,Com experiência relevante,Não inscrito,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",18 anos,100 a 500,Empresa privada,1 ano,158,Não"
"158190,Zona_014,0.926,Feminino,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",15 anos,Menos de 10,Empresa privada,1 ano,12,Não"
"336114,Zona_096,0.855,Masculino,Com experiência relevante,Não inscrito,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",8 anos,10000 ou mais,Empresa privada,Mais de 4 anos,3,Não"
"330576,Zona_095,0.802,,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",12 anos,1000 a 4999,Empresa privada,Nunca,64,Não"
"373944,Zona_012,0.55,Masculino,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",8 anos,10 a 49,Empresa privada,1 ano,26,Sim"
"958167,Zona_031,0.897,,Sem experiência relevante,Não inscrito,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",7 anos,500 a 999,Empresa privada,1 ano,27,Não"
675498,Zona_006,0.92,Masculino,Com experiência relevante,Não inscrito,Licenciatura,Humanidades,Mais de 20 anos,,,2 anos,154,Não
"547245,Zona_006,0.92,Masculino,Com experiência relevante,Não inscrito,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",16 anos,10000 ou mais,Empresa privada,Mais de 4 anos,50,Não"
872944,Zona_014,0.926,Masculino,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,,1 ano,,,Nunca,65,Não
"449345,Zona_003,0.887,Masculino,Com experiência relevante,Curso a tempo inteiro,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",10 anos,100 a 500,Empresa privada,Mais de 4 anos,116,Não"
964340,Zona_014,0.926,Masculino,Com experiência relevante,Não inscrito,Ensino Secundário,,8 anos,50 a 99,Empresa privada,1 ano,56,Não
"655509,Zona_049,0.91,Masculino,Com experiência relevante,Não inscrito,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",16 anos,10 a 49,Empresa privada,1 ano,144,Não"
"855559,Zona_049,0.91,Masculino,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",10 anos,10000 ou mais,Empresa privada,1 ano,112,Não"
560018,Zona_006,0.92,Masculino,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,,6 anos,50 a 99,Setor público,2 anos,111,Sim
733867,Zona_032,0.836,,Sem experiência relevante,Não inscrito,Licenciatura,Gestão e Negócios,Menos de 1 ano,,,1 ano,31,Sim
319574,Zona_050,0.92,Masculino,Com experiência relevante,Não inscrito,Licenciatura,Artes,4 anos,100 a 500,Startup em fase inicial,4 anos,11,Não
596618,Zona_006,0.92,Masculino,Com experiência relevante,Não inscrito,Licenciatura,Humanidades,6 anos,10 a 49,Empresa privada,1 ano,21,Sim
"993030,Zona_014,0.926,Masculino,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",5 anos,1000 a 4999,Empresa privada,4 anos,105,Não"
"519539,Zona_065,0.624,,Com experiência relevante,Curso a tempo inteiro,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",2 anos,10000 ou mais,Empresa privada,1 ano,23,Não"
"785756,Zona_099,0.698,,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",2 anos,,Empresa privada,1 ano,22,Sim"
"323058,Zona_014,0.926,Masculino,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",15 anos,,,Mais de 4 anos,14,Não"
"609527,Zona_096,0.855,Masculino,Com experiência relevante,Curso a tempo inteiro,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",4 anos,10000 ou mais,Empresa privada,3 anos,30,Não"
"853401,Zona_031,0.897,Masculino,Com experiência relevante,Não inscrito,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",6 anos,,,2 anos,23,Não"
629337,Zona_040,0.555,,Sem experiência relevante,Não inscrito,Licenciatura,Gestão e Negócios,Menos de 1 ano,,,Nunca,25,Sim
"319230,Zona_006,0.92,Masculino,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",13 anos,100 a 500,Empresa privada,Mais de 4 anos,140,Não"
"497930,Zona_050,0.92,Masculino,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",18 anos,10 a 49,ONG,2 anos,13,Não"
"928834,Zona_014,0.926,Masculino,Com experiência relevante,Não inscrito,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",Mais de 20 anos,50 a 99,Startup em fase inicial,1 ano,24,Não"
"786568,Zona_006,0.92,Feminino,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",Mais de 20 anos,5000 a 9999,Empresa privada,1 ano,15,Não"
"930890,Zona_065,0.624,Masculino,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",1 ano,10 a 49,Startup em fase inicial,Nunca,20,Não"
"818932,Zona_046,0.769,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",2 anos,50 a 99,Empresa privada,1 ano,50,Não"
175776,Zona_006,0.92,Masculino,Sem experiência relevante,Não inscrito,Mestrado,Artes,4 anos,,,1 ano,6,Sim
"261465,Zona_071,0.939,,Com experiência relevante,Não inscrito,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",12 anos,10000 ou mais,Empresa privada,3 anos,106,Não"
"179386,Zona_006,0.92,Masculino,Sem experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",6 anos,10000 ou mais,Empresa privada,1 ano,74,Não"
"558446,Zona_100,0.884,Masculino,Com experiência relevante,Não inscrito,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",Mais de 20 anos,10 a 49,Empresa privada,4 anos,306,Não"
381848,Zona_079,0.8270000000000001,Masculino,Com experiência relevante,,Licenciatura,Outro,2 anos,10 a 49,,Nunca,107,Não
"446942,Zona_122,0.949,Masculino,Com experiência relevante,Não inscrito,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",9 anos,Menos de 10,Startup financiada,3 anos,24,Não"
"598011,Zona_006,0.92,Masculino,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",18 anos,10000 ou mais,Empresa privada,1 ano,6,Não"
"972080,Zona_084,0.762,Masculino,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",12 anos,50 a 99,Startup financiada,1 ano,22,Não"
"346158,Zona_100,0.884,Masculino,Com experiência relevante,Não inscrito,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",4 anos,100 a 500,Empresa privada,2 anos,112,Não"
"762535,Zona_049,0.91,Masculino,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",12 anos,50 a 99,Empresa privada,Mais de 4 anos,96,Não"
"982755,Zona_006,0.92,,Com experiência relevante,Não inscrito,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",19 anos,,,Mais de 4 anos,51,Não"
"329930,Zona_014,0.926,Masculino,Sem experiência relevante,Curso a tempo inteiro,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",14 anos,,,1 ano,200,Não"
"924954,Zona_065,0.624,,Com experiência relevante,Curso a tempo parcial,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",3 anos,10 a 49,Empresa privada,3 anos,39,Não"
609298,Zona_025,0.527,Masculino,Com experiência relevante,Não inscrito,Ensino Secundário,,2 anos,100 a 500,,Nunca,7,Sim
"624106,Zona_032,0.836,,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",19 anos,10000 ou mais,Empresa privada,Nunca,13,Sim"
"752693,Zona_116,0.743,Masculino,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",4 anos,50 a 99,Empresa privada,2 anos,17,Não"
"990503,Zona_007,0.924,Masculino,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",Mais de 20 anos,1000 a 4999,ONG,4 anos,50,Não"
"294527,Zona_065,0.624,,Com experiência relevante,Curso a tempo parcial,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",11 anos,10 a 49,Empresa privada,Mais de 4 anos,109,Sim"
"250010,Zona_042,0.6890000000000001,Masculino,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",6 anos,500 a 999,Startup financiada,Nunca,4,Não"
"201988,Zona_005,0.804,Masculino,Com experiência relevante,Não inscrito,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",Mais de 20 anos,50 a 99,Empresa privada,1 ano,21,Sim"
"309498,Zona_065,0.624,Masculino,Com experiência relevante,Não inscrito,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",7 anos,Menos de 10,Empresa privada,Mais de 4 anos,48,Não"
"211023,Zona_065,0.624,,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",10 anos,1000 a 4999,Empresa privada,1 ano,32,Sim"
"801036,Zona_006,0.92,,Sem experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",10 anos,1000 a 4999,Empresa privada,Mais de 4 anos,204,Não"
"510760,Zona_071,0.939,Masculino,Com experiência relevante,Não inscrito,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",Mais de 20 anos,,,Mais de 4 anos,90,Não"
"856036,Zona_042,0.6890000000000001,Masculino,Com experiência relevante,Não inscrito,Licenciatura,""Ciência, Tecnologia, Engenharia e Matemática"",16 anos,10 a 49,Empresa privada,Mais de 4 anos,140,Não"
"745575,Zona_006,0.92,Masculino,Com experiência relevante,Não inscrito,Mestrado,""Ciência, Tecnologia, Engenharia e Matemática"",Mais de 20 anos,Menos de 10,Empresa privada,Mais de 4 anos,25,Não"
859219,Zona_071,0.939,Masculino,Sem experiência relevante,Curso a tempo inteiro,Ensino Secundário,,2 anos,500 a 999,Empresa privada,1 ano,54,Não
